2020-04-07,Antrim,6,0
2020-04-07,Arenac,3,0
2020-04-07,Barry,7,0
2020-04-07,Bay,31,0
2020-04-07,Berrien,64,2
2020-04-07,Branch,16,1
2020-04-07,Calhoun,43,1
2020-04-07,Cass,9,1
2020-04-07,Charlevoix,8,0
2020-04-07,Cheboygan,10,1
2020-04-07,Chippewa,1,0
2020-04-07,Clare,2,0
2020-04-07,Clinton,73,1
2020-04-07,Crawford,5,1
2020-04-07,Delta,7,0
2020-04-07,Detroit City,5476,222
2020-04-07,Dickinson,2,1
2020-04-07,Eaton,61,2
2020-04-07,Emmet,14,2
2020-04-07,Genesee,638,33
2020-04-07,Gladwin,4,0
2020-04-07,Gogebic,3,1
2020-04-07,Grand Traverse,15,3
2020-04-07,Gratiot,6,0
2020-04-07,Hillsdale,55,4
2020-04-07,Houghton,1,0
2020-04-07,Huron,4,0
2020-04-07,Ingham,189,1
2020-04-07,Ionia,9,1
2020-04-07,Iosco,4,1
2020-04-07,Isabella,22,2
2020-04-07,Jackson,114,4
2020-04-07,Kalamazoo,64,4
2020-04-07,Kalkaska,10,2
2020-04-07,Kent,187,6
2020-04-07,Lapeer,56,3
2020-04-07,Leelanau,3,0
2020-04-07,Lenawee,32,0
2020-04-07,Livingston,155,2
2020-04-07,Luce,1,0
2020-04-07,Mackinac,3,0
2020-04-07,Macomb,2414,121
2020-04-07,Manistee,9,0
2020-04-07,Marquette,19,2
2020-04-07,Mason,1,0
2020-04-07,Mecosta,8,1
2020-04-07,Midland,22,0
2020-04-07,Missaukee,1,1
2020-04-07,Monroe,129,0
2020-04-07,Montcalm,16,1
2020-04-07,Muskegon,41,4
2020-04-07,Newaygo,3,0
2020-04-07,Oakland,3736,205
2020-04-07,Oceana,3,1
2020-04-07,Ogemaw,3,0
2020-04-07,Osceola,3,0
2020-04-07,Oscoda,2,0
2020-04-07,Otsego,28,2
2020-04-07,Ottawa,52,0
2020-04-07,Presque Isle,1,0
2020-04-07,Roscommon,6,0
2020-04-07,Saginaw,153,3
2020-04-07,Sanilac,17,2
2020-04-07,Shiawassee,24,0
2020-04-07,St Clair,129,3
2020-04-07,St Joseph,14,0
2020-04-07,Tuscola,26,2
2020-04-07,Van Buren,17,1
2020-04-07,Washtenaw,559,11
2020-04-07,Wayne,3569,180
2020-04-07,Wexford,7,0
2020-04-07,Other*,243,1
2020-04-07,Unknown,166,1
2020-04-07,Out of State,118,1
