2020-04-09, Antrim, 6, 0
2020-04-09, Arenac, 4, 0
2020-04-09, Barry, 7, 0
2020-04-09, Bay, 42, 0
2020-04-09, Berrien, 80, 2
2020-04-09, Branch, 24, 1
2020-04-09, Calhoun, 57, 1
2020-04-09, Cass, 10, 1
2020-04-09, Charlevoix, 9, 0
2020-04-09, Cheboygan, 10, 1
2020-04-09, Chippewa, 1, 0
2020-04-09, Clare, 2, 0
2020-04-09, Clinton, 85, 1
2020-04-09, Crawford, 5, 1
2020-04-09, Delta, 9, 1
2020-04-09, Detroit City, 6061, 275
2020-04-09, Dickinson, 3, 1
2020-04-09, Eaton, 69, 3
2020-04-09, Emmet, 16, 2
2020-04-09, Genesee, 755, 48
2020-04-09, Gladwin, 4, 0
2020-04-09, Gogebic, 3, 1
2020-04-09, Grand Traverse, 15, 3
2020-04-09, Gratiot, 6, 0
2020-04-09, Hillsdale, 64, 6
2020-04-09, Houghton, 1, 0
2020-04-09, Huron, 5, 0
2020-04-09, Ingham, 222, 3
2020-04-09, Ionia, 13, 1
2020-04-09, Iosco, 4, 1
2020-04-09, Isabella, 28, 2
2020-04-09, Jackson, 131, 4
2020-04-09, Kalamazoo, 74, 6
2020-04-09, Kalkaska, 10, 2
2020-04-09, Kent, 233, 9
2020-04-09, Lapeer, 77, 5
2020-04-09, Leelanau, 4, 0
2020-04-09, Lenawee, 39, 0
2020-04-09, Livingston, 181, 2
2020-04-09, Luce, 1, 0
2020-04-09, Mackinac, 4, 0
2020-04-09, Macomb, 2783, 165
2020-04-09, Manistee, 9, 0
2020-04-09, Marquette, 18, 2
2020-04-09, Mason, 1, 0
2020-04-09, Mecosta, 9, 1
2020-04-09, Midland, 28, 1
2020-04-09, Missaukee, 1, 1
2020-04-09, Monroe, 165, 1
2020-04-09, Montcalm, 19, 1
2020-04-09, Muskegon, 53, 4
2020-04-09, Newaygo, 3, 0
2020-04-09, Oakland, 4247, 246
2020-04-09, Oceana, 3, 1
2020-04-09, Ogemaw, 3, 0
2020-04-09, Osceola, 3, 0
2020-04-09, Oscoda, 3, 0
2020-04-09, Otsego, 29, 2
2020-04-09, Ottawa, 59, 1
2020-04-09, Presque Isle, 1, 0
2020-04-09, Roscommon, 8, 0
2020-04-09, Saginaw, 205, 7
2020-04-09, Sanilac, 21, 2
2020-04-09, Schoolcraft, 1, 0
2020-04-09, Shiawassee, 31, 0
2020-04-09, St Clair, 162, 4
2020-04-09, St Joseph, 18, 0
2020-04-09, Tuscola, 36, 3
2020-04-09, Van Buren, 18, 1
2020-04-09, Washtenaw, 637, 15
2020-04-09, Wayne, 4032, 229
2020-04-09, Wexford, 7, 0
2020-04-09, Other*, 290, 4
2020-04-09, Unknown, 78, 1
2020-04-09, Out of State, 131, 1
