2020-03-25,Allegan,1,0
2020-03-25,Barry,1,0
2020-03-25,Bay,3,0
2020-03-25,Berrien,10,0
2020-03-25,Calhoun,6,0
2020-03-25,Charlevoix,4,0
2020-03-25,Chippewa,1,0
2020-03-25,Clare,1,0
2020-03-25,Clinton,6,0
2020-03-25,Detroit City,705,12
2020-03-25,Eaton,3,0
2020-03-25,Emmet,2,0
2020-03-25,Genesee,46,0
2020-03-25,Gladwin,2,0
2020-03-25,Grand Traverse,3,0
2020-03-25,Hillsdale,2,0
2020-03-25,Ingham,18,0
2020-03-25,Iosco,1,0
2020-03-25,Isabella,2,0
2020-03-25,Jackson,12,0
2020-03-25,Kalamazoo,5,0
2020-03-25,Kalkaska,2,0
2020-03-25,Kent,36,1
2020-03-25,Lapeer,1,0
2020-03-25,Leelanau,1,0
2020-03-25,Lenawee,1,0
2020-03-25,Livingston,16,1
2020-03-25,Luce,1,0
2020-03-25,Macomb,281,7
2020-03-25,Manistee,1,0
2020-03-25,Marquette,1,0
2020-03-25,Midland,6,0
2020-03-25,Monroe,18,0
2020-03-25,Montcalm,2,0
2020-03-25,Muskegon,3,0
2020-03-25,Newaygo,1,0
2020-03-25,Oakland,543,10
2020-03-25,Otsego,6,0
2020-03-25,Ottawa,16,0
2020-03-25,Roscommon,1,0
2020-03-25,Saginaw,9,0
2020-03-25,Sanilac,1,0
2020-03-25,St. Clair,10,0
2020-03-25,Tuscola,2,0
2020-03-25,Van Buren,2,0
2020-03-25,Washtenaw,72,3
2020-03-25,Wayne,417,9
2020-03-25,Wexford,1,0
2020-03-25,Out of State,7,0
